Rank,Taxon,Taxonpath,Avg ab,Remove_unclass,Remove_all,Comment
Labyrinthulomycetes,class,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes,1.57%,FALSE,FALSE,
AI5F15RM1E10,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;AI5F15RM1E10,0.01%,FALSE,FALSE,
Amphitremida,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Amphitremida,0.00%,FALSE,FALSE,
D2P04F01,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;D2P04F01,0.36%,FALSE,FALSE,
D52,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;D52,0.01%,FALSE,FALSE,
HE001005.112,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;HE001005.112,0.00%,FALSE,FALSE,
Labyrinthulaceae order incertae sedis,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Labyrinthulaceae order incertae sedis,0.00%,FALSE,FALSE,
Labyrinthulaceae,family,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Labyrinthulaceae order incertae sedis;Labyrinthulaceae,0.00%,FALSE,FALSE,
Labyrinthula,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Labyrinthulaceae order incertae sedis;Labyrinthulaceae;Labyrinthula,0.00%,FALSE,FALSE,
PW19,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;PW19,0.10%,FALSE,FALSE,
TAGIRI-15,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;TAGIRI-15,0.31%,FALSE,FALSE,
TAGIRI-17,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;TAGIRI-17,0.27%,FALSE,FALSE,
Thraustochytriaceae order incertae sedis,order,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis,0.26%,FALSE,FALSE,
Thraustochytriaceae,family,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae,0.25%,FALSE,FALSE,
Aplanochytrium,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;Aplanochytrium,0.00%,FALSE,FALSE,
Aplanochytrium stocchinoi,species,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;Aplanochytrium;Aplanochytrium stocchinoi,0.00%,FALSE,FALSE,
BS1,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;BS1,0.00%,FALSE,FALSE,
E170,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;E170,0.00%,FALSE,FALSE,
Labyrinthuloides,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;Labyrinthuloides,0.16%,FALSE,FALSE,
Labyrinthuloides haliotidis,species,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;Labyrinthuloides;Labyrinthuloides haliotidis,0.00%,FALSE,FALSE,
Schizochytrium,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;Schizochytrium,0.00%,FALSE,FALSE,
Thraustochytrium,genus,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis;Thraustochytriaceae;Thraustochytrium,0.09%,FALSE,FALSE,
MAST-1,phylum,SAR;Stramenopiles;MAST-1,0.85%,TRUE,TRUE,
MAST-12,phylum,SAR;Stramenopiles;MAST-12,0.27%,TRUE,TRUE,
MAST-22,phylum,SAR;Stramenopiles;MAST-22,0.00%,TRUE,TRUE,
MAST-24,phylum,SAR;Stramenopiles;MAST-24,0.00%,TRUE,TRUE,
MAST-3,phylum,SAR;Stramenopiles;MAST-3,0.01%,TRUE,TRUE,
MAST-4,phylum,SAR;Stramenopiles;MAST-4,0.01%,TRUE,TRUE,
MAST-6,phylum,SAR;Stramenopiles;MAST-6,0.33%,TRUE,TRUE,
MAST-7,phylum,SAR;Stramenopiles;MAST-7,0.00%,TRUE,TRUE,
MAST-8,phylum,SAR;Stramenopiles;MAST-8,0.01%,TRUE,TRUE,
MAST-9,phylum,SAR;Stramenopiles;MAST-9,0.17%,TRUE,TRUE,
MOCH-2,phylum,SAR;Stramenopiles;MOCH-2,0.02%,TRUE,TRUE,
Pelagophyceae phylum incertae sedis,phylum,SAR;Stramenopiles;Pelagophyceae phylum incertae sedis,0.11%,TRUE,TRUE,
Peronosporomycetes phylum incertae sedis,phylum,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis,1.08%,FALSE,FALSE,
Peronosporomycetes,class,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes,1.03%,FALSE,FALSE,
Aphanomyces order incertae sedis,order,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Aphanomyces order incertae sedis,0.00%,FALSE,FALSE,
Aphanomyces family incertae sedis,family,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Aphanomyces order incertae sedis;Aphanomyces family incertae sedis,0.00%,FALSE,FALSE,
Aphanomyces,genus,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Aphanomyces order incertae sedis;Aphanomyces family incertae sedis;Aphanomyces,0.00%,FALSE,FALSE,
Halodaphnea order incertae sedis,order,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Halodaphnea order incertae sedis,0.09%,FALSE,FALSE,
Halodaphnea family incertae sedis,family,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Halodaphnea order incertae sedis;Halodaphnea family incertae sedis,0.09%,FALSE,FALSE,
Halodaphnea,genus,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Halodaphnea order incertae sedis;Halodaphnea family incertae sedis;Halodaphnea,0.01%,FALSE,FALSE,
Halodaphnea panulirata,species,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Halodaphnea order incertae sedis;Halodaphnea family incertae sedis;Halodaphnea;Halodaphnea panulirata,0.00%,FALSE,FALSE,
Olpidiopsis order incertae sedis,order,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Olpidiopsis order incertae sedis,0.00%,FALSE,FALSE,
Olpidiopsis family incertae sedis,family,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Olpidiopsis order incertae sedis;Olpidiopsis family incertae sedis,0.00%,FALSE,FALSE,
Olpidiopsis,genus,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Olpidiopsis order incertae sedis;Olpidiopsis family incertae sedis;Olpidiopsis,0.00%,FALSE,FALSE,
Phytophthora order incertae sedis,order,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Phytophthora order incertae sedis,0.00%,FALSE,FALSE,
Phytophthora family incertae sedis,family,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Phytophthora order incertae sedis;Phytophthora family incertae sedis,0.00%,FALSE,FALSE,
Pythium order incertae sedis,order,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Pythium order incertae sedis,0.00%,FALSE,FALSE,
Pythium family incertae sedis,family,SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Pythium order incertae sedis;Pythium family incertae sedis,0.00%,FALSE,FALSE,
Phaeophyceae,phylum,SAR;Stramenopiles;Phaeophyceae,0.00%,TRUE,TRUE,
Phaeothamniophyceae phylum incertae sedis,phylum,SAR;Stramenopiles;Phaeothamniophyceae phylum incertae sedis,0.00%,FALSE,FALSE,
Phaeothamniophyceae,class,SAR;Stramenopiles;Phaeothamniophyceae phylum incertae sedis;Phaeothamniophyceae,0.00%,FALSE,FALSE,
Phaeothamniales,order,SAR;Stramenopiles;Phaeothamniophyceae phylum incertae sedis;Phaeothamniophyceae;Phaeothamniales,0.00%,FALSE,FALSE,
Placididea phylum incertae sedis,phylum,SAR;Stramenopiles;Placididea phylum incertae sedis,0.00%,FALSE,FALSE,
Placididea,class,SAR;Stramenopiles;Placididea phylum incertae sedis;Placididea,0.00%,TRUE,TRUE,
Raphidophyceae phylum incertae sedis,phylum,SAR;Stramenopiles;Raphidophyceae phylum incertae sedis,0.01%,FALSE,FALSE,
RM2-SGM51,phylum,SAR;Stramenopiles;RM2-SGM51,0.01%,FALSE,FALSE,
Stramenopiles incertae sedis,phylum,SAR;Stramenopiles;Stramenopiles incertae sedis,0.66%,TRUE,FALSE,
Developayella class incertae sedis,class,SAR;Stramenopiles;Stramenopiles incertae sedis;Developayella class incertae sedis,0.00%,TRUE,TRUE,
Pirsonia class incertae sedis,class,SAR;Stramenopiles;Stramenopiles incertae sedis;Pirsonia class incertae sedis,0.64%,TRUE,TRUE,Diatom parasites
Xanthophyceae,phylum,SAR;Stramenopiles;Xanthophyceae,0.00%,TRUE,TRUE,
